cust_id,full_name,email,phone,signup_date,customer_segment,region,total_lifetime_orders,source_system
C-00725,Somsak Wongsawat,somsak.wongsawat725@example.com,+66842646862,02/04/2023,,Pattaya,1.0,CRM_LEGACY_MIGRATED
C-00251,Thanapon Wongsawat,thanapon.wongsawat251@example.com,089-546-2011,09/01/2023, VIP ,ชลบุรี,7.0,CRM_V2
C-00635,Preecha Charoensuk,preecha.charoensuk635@example.com,080-155-1197,27/01/2024,New,bangkok,,CRM_V2
C-00377,Chai Sukjai,chai.sukjai377@example.com,+66898856696,15/10/2023,REGULAR,Phuket,27.0,CRM_V2
C-00357,Ratana Thongdee,ratana.thongdee357@example.com,0807442411,2023-11-12,vip,Pattaya,,CRM_V2
C-00228,Somsak Sukjai,somsak.sukjai228@example.com,0834112065,24/11/2022,REGULAR,BKK,40.0,CRM_V2
C-00112,Siriporn Charoensuk,siriporn.charoensuk112@example.com,0880529393,25-Dec-2021,new,CNX,40.0,CRM_V2
C-00568,Ratana Boonmee,ratana.boonmee568@example.com,+66801991704,07/10/2023,regular,กรุงเทพ,29.0,CRM_V2
C-00509,Anan Suksawat,anan.suksawat509@example.com,+66877634998,2023-10-12,VIP,Khon Kaen,4.0,CRM_V2
C-00720,Ratana Thongdee,ratana.thongdee720@example.com,+66886575491,23/04/2022, Regular,เชียงใหม่,25.0,CRM_V2
C-00647,Somchai Phanuwat,somchai.phanuwat647@example.com,0802117712,2023-08-04,regular,ชลบุรี,,CRM_V2
C-00259,Waree Suksawat,waree.suksawat259@example.com,+66819011112,09/05/2024,regular,ภูเก็ต,4.0,CRM_V2
C-00322,Pim Boonmee,pim.boonmee322@example.com,089-345-0660,05/28/2024, Regular,ภูเก็ต,40.0,CRM_V2
C-00281,Malee Phanuwat,malee.phanuwat281@example.com,0842763845,04/04/2023,regular,CNX,37.0,CRM_V2
C-00013,Somsak Chaiyaporn,somsak.chaiyaporn13@example.com,+66808269111,25/12/2023,New,เชียงใหม่,34.0,CRM_LEGACY_MIGRATED
C-00310,Somchai Wongsawat,somchai.wongsawat310@example.com,084-386-7805,2022-05-21,REGULAR,HKT,28.0,CRM_V2
C-00350,Chai Chaiyaporn,dup_pim.sukjai350@example.com,081-209-5973,2023-07-12, Regular,Phuket,15.0,CRM_V2
C-00085,Siriporn Chaiyaporn,siriporn.chaiyaporn85@example.com,0879788765,11/12/2022,VIP,ชลบุรี,8.0,CRM_LEGACY_MIGRATED
C-00056,Waree Wongsawat,waree.wongsawat56@example.com,0869053597,02/27/2023, Regular,Pattaya,19.0,CRM_V2
C-00754,Nattaya Thongdee,nattaya.thongdee754@example.com,0851488097,26/04/2024,,ภูเก็ต,7.0,CRM_LEGACY_MIGRATED
C-00765,Preecha Wongsawat,preecha.wongsawat765@example.com,+66808399385,26/02/2023,regular,Chiang Mai,5.0,CRM_LEGACY
C-00595,Malee Charoensuk,malee.charoensuk595@example.com,0889701368,02/06/2022,New,Khon Kaen,4.0,CRM_V2
C-00717,Malee Kaewmanee,malee.kaewmanee717@example.com,+66820498148,2022-07-21,REGULAR,Bangkok,10.0,CRM_LEGACY_MIGRATED
C-00408,Wichai Phanuwat,wichai.phanuwat408@example.com,084-281-0849,16/12/2023,regular,ชลบุรี,4.0,CRM_LEGACY
C-00659,Suda Kaewmanee,suda.kaewmanee659@example.com,+66802126582,2024-01-16, VIP ,ขอนแก่น,18.0,CRM_V2
C-00041,Ratana Kaewmanee,ratana.kaewmanee41@example.com,082-567-0649,30-Mar-2022,regular,กรุงเทพ,18.0,CRM_LEGACY_MIGRATED
C-00117,Wichai Sukjai,wichai.sukjai117@example.com,0841455999,02-May-2023,regular,Chonburi,25.0,CRM_LEGACY
C-00410,Chai Wongsawat,CHAI.WONGSAWAT410@EXAMPLE.COM,+66871676221,10/20/2022,REGULAR,HKT,8.0,CRM_V2
C-00513,Waree Sukjai,waree.sukjai513@example.com,+66836811233,04/02/2023,regular,Pattaya,4.0,CRM_V2
C-00335,Somsak Kaewmanee,somsak.kaewmanee335@example.com,086-544-3367,02/02/2023,NEW,CNX,,CRM_V2
C-00559,Nattaya Sukjai,nattaya.sukjai559@example.com,+66824844943,20/04/2023,regular,ขอนแก่น,34.0,CRM_V2
C-00469,Thanapon Phanuwat,thanapon.phanuwat469@example.com,088-866-0228,2024-03-31, Regular,กรุงเทพ,7.0,CRM_V2
C-00587,Wichai Wongsawat,wichai.wongsawat587@example.com,088-577-7720,20-Feb-2023,REGULAR,BKK,28.0,CRM_V2
C-00179,Preecha Phanuwat,preecha.phanuwat179@example.com,0842790552,2022-06-06,,เชียงใหม่,37.0,CRM_LEGACY
C-00177,Malee Boonmee,malee.boonmee177@example.com,086-781-6273,2022-09-30,Regular,BKK,38.0,CRM_V2
C-00753,Suda Phanuwat, suda.phanuwat753@example.com  ,085-753-2815,2023-04-05,new, ภูเก็ต ,30.0,CRM_LEGACY_MIGRATED
C-00059,Somsak Suksawat,somsak.suksawat59@example.com,0821081788,25/07/2022, Regular, bangkok ,19.0,CRM_LEGACY_MIGRATED
C-00153,Chai Chaiyaporn,chai.chaiyaporn153@example.com,087-331-4486,05/03/2022,regular,BANGKOK,10.0,CRM_LEGACY_MIGRATED
C-00312,Malee Sukjai,malee.sukjai312@example.com,0853277675,15/02/2024,new,ขอนแก่น,37.0,CRM_V2
C-00625,Somsak Rattanakul,somsak.rattanakul625@example.com,082-146-3731,04/30/2022,regular,Khon Kaen,,CRM_V2
C-00017,Nattaya Sukjai,nattaya.sukjai17@example.com,+66874918104,2022-02-27,NEW,BKK,,CRM_V2
C-00268,Somchai Wongsawat,somchai.wongsawat268@example.com,087-107-5886,2023-08-29, VIP ,ชลบุรี,3.0,CRM_LEGACY_MIGRATED
C-00578,Preecha Thongdee,preecha.thongdee578@example.com,085-300-3418,16/11/2022,regular,ภูเก็ต,17.0,CRM_V2
C-00466,Siriporn Chaiyaporn,siriporn.chaiyaporn466@example.com,085-773-9497,20-Nov-2023,New,Chonburi,4.0,CRM_V2
C-00599,Ratana Suksawat,ratana.suksawat599@example.com,+66832204870,05/20/2022,regular,Chiang Mai,4.0,CRM_LEGACY
C-00567,Pim Kaewmanee,pim.kaewmanee567@example.com,0801721052,30/12/2021,new,ชลบุรี,5.0,CRM_LEGACY
C-00441,Somchai Charoensuk,somchai.charoensuk441@example.com,+66837306373,04-Jan-2022,new,เชียงใหม่,0.0,CRM_LEGACY
C-00313,Waree Chaiyaporn,waree.chaiyaporn313@example.com,084-355-5324,2023-03-09,new,CNX,,CRM_LEGACY
C-00418,Pim Boonmee,pim.boonmee418@example.com,082-792-4935,2023-02-09, Regular,Bangkok,13.0,CRM_V2
C-00530,Suda Rattanakul,suda.rattanakul530@example.com,0808539918,30/03/2022,regular,Khon Kaen,8.0,CRM_V2
C-00526,Wichai Boonmee,wichai.boonmee526@example.com,089-851-6634,22/01/2024,NEW, Phuket ,14.0,CRM_V2
C-00572,Waree Kaewmanee,waree.kaewmanee572@example.com,0881348919,25/02/2024,regular,Khon Kaen,26.0,CRM_LEGACY
C-00505,Siriporn Chaiyaporn,siriporn.chaiyaporn505@example.com,+66827176504,01/04/2024,New,Bangkok,33.0,CRM_V2
C-00785,Wichai Rattanakul,wichai.rattanakul785@example.com,0817176178,15/06/2023,regular,Khon Kaen,2.0,CRM_V2
C-00274,Pim Suksawat,pim.suksawat274@example.com,+66806635613,10/06/2022,New,ขอนแก่น,4.0,CRM_LEGACY_MIGRATED
C-00552,Somsak Rattanakul,somsak.rattanakul552@example.com,086-092-6902,12/03/2023, Regular,bangkok,,CRM_V2
C-00400,Ratana Suksawat,RATANA.SUKSAWAT400@EXAMPLE.COM,0834213732,25/11/2022, VIP ,Phuket,20.0,CRM_V2
C-00464,Ratana Rattanakul,ratana.rattanakul464@example.com,0821926122,2023-11-03,Regular,ขอนแก่น,6.0,CRM_V2
C-00204,Malee Charoensuk,malee.charoensuk204@example.com,+66859959846,2023-07-06,REGULAR,ขอนแก่น,11.0,CRM_V2
C-00033,Chai Charoensuk,chai.charoensuk33@example.com,085-715-4294,2024-02-29,Regular,ภูเก็ต,36.0,CRM_LEGACY
C-00426,Siriporn Chaiyaporn,siriporn.chaiyaporn426@example.com,0887539768,20/01/2024,NEW, bangkok ,13.0,CRM_V2
C-00343,Nattaya Boonmee,nattaya.boonmee343@example.com,087-268-1287,05/05/2023,3, ขอนแก่น ,5.0,CRM_V2
C-00157,Chai Sukjai,chai.sukjai157@example.com,+66864388837,2023-02-03,Regular,HKT,38.0,CRM_LEGACY
C-00502,Nattaya Charoensuk,nattaya.charoensuk502@example.com,0849125341,2023-05-06,regular,BKK,14.0,CRM_V2
C-00759,Ratana Sukjai,ratana.sukjai759@example.com,+66871896626,20/06/2023,new,กรุงเทพ,,CRM_V2
C-00688,Nattaya Suksawat,nattaya.suksawat688 at example.com,+66865995034,12-Aug-2023,Regular,HKT,32.0,CRM_V2
C-00537,Siriporn Sukjai,siriporn.sukjai537@example.com,087-492-1632,03/03/2022,new,Pattaya,36.0,CRM_V2
C-00611,Pim Sukjai,pim.sukjai611@example.com,085-315-1731,24-Dec-2022,new,CNX,6.0,CRM_V2
C-00004,Ratana Sukjai,ratana.sukjai4@example.com,+66863942252,21-Mar-2023,regular,Chiang Mai,4.0,CRM_LEGACY
C-00485,Kittipong Boonmee,kittipong.boonmee485@example.com,+66880909103,12-May-2024,REGULAR,CNX,0.0,CRM_V2
C-00131,Somchai Sukjai,somchai.sukjai131@example.com,089-313-1197,07/08/2022,REGULAR,CNX,7.0,CRM_LEGACY_MIGRATED
C-00596,Anan Thongdee,anan.thongdee596 at example.com,0856614254,04/03/2024, Regular,CNX,1.0,CRM_V2
C-00398,Ratana Boonmee,ratana.boonmee398@example.com,+66811776243,21/06/2022,N/A,Chiang Mai,,CRM_V2
C-00685,Preecha Kaewmanee,preecha.kaewmanee685@example.com,085-316-2020,04/20/2022, Regular,Chiang Mai,31.0,CRM_V2
C-00395,Anan Charoensuk,anan.charoensuk395@example.com,+66813173449,2022-03-12,3,เชียงใหม่,30.0,CRM_V2
C-00536,Pim Boonmee,pim.boonmee536@example.com,0893657951,2023-05-29, Regular,ขอนแก่น,31.0,CRM_V2
C-00114,Somchai Phanuwat,somchai.phanuwat114@example.com,+66823913362,2024-02-29,,CNX,19.0,CRM_V2
C-00724,Somchai Boonmee,somchai.boonmee724@example.com,+66875898712,11-Apr-2023,New,Bangkok,7.0,CRM_LEGACY
C-00798,Thanapon Rattanakul,thanapon.rattanakul798@example.com,085-339-4423,12/19/2021,new,ขอนแก่น,20.0,CRM_V2
C-00207,Wichai Boonmee,wichai.boonmee207@example.com,0882660733,2023-07-11,3,Khon Kaen,21.0,CRM_V2
C-00305,Ratana Charoensuk,ratana.charoensuk305@example.com,081-493-2008,09/07/2022,New,Khon Kaen,5.0,CRM_V2
C-00286,Waree Rattanakul,waree.rattanakul286@example.com,+66886967253,05/27/2023,regular,Chonburi,,CRM_LEGACY_MIGRATED
C-00621,Pim Kaewmanee,pim.kaewmanee621@example.com,0833007054,12-Mar-2022,New,ขอนแก่น,15.0,CRM_V2
C-00226,Thanapon Suksawat,thanapon.suksawat226@example.com,0804424923,15-May-2023,new,CNX,7.0,CRM_LEGACY
C-00461,Somsak Kaewmanee,somsak.kaewmanee461@example.com,0880105534,2023-04-17,REGULAR,กรุงเทพ,35.0,CRM_V2
C-00121,Malee Chaiyaporn,malee.chaiyaporn121@example.com,+66898597434,10/07/2023,, CNX ,0.0,CRM_V2
C-00372,Pim Sukjai,pim.sukjai372@example.com,086-023-9402,21/06/2022,REGULAR,Chiang Mai,8.0,CRM_V2
C-00222,Waree Boonmee,waree.boonmee222@example.com,0804183422,2024-02-11,Regular,Chonburi,23.0,CRM_LEGACY
C-00397,Somsak Charoensuk,somsak.charoensuk397@example.com,+66801973093,2024-02-14,,Chonburi,35.0,CRM_V2
C-00172,Waree Suksawat,waree.suksawat172@example.com,+66880005054,10/28/2023, Regular,กรุงเทพ,17.0,CRM_V2
C-00732,Chai Kaewmanee, chai.kaewmanee732@example.com  ,+66829098827,05/01/2023,,ขอนแก่น,,CRM_V2
C-00632,Siriporn Sukjai,siriporn.sukjai632@example.com,089-608-7487,28/10/2023,Regular,Phuket,21.0,CRM_V2
C-00566,Nattaya Suksawat,nattaya.suksawat566@example.com,083-066-3887,08/06/2022,NEW,กรุงเทพ,0.0,CRM_V2
C-00640,Chai Chaiyaporn,chai.chaiyaporn640@example.com,+66864262388,2023-09-27,REGULAR,Chonburi,7.0,CRM_V2
C-00375,Waree Boonmee,waree.boonmee375@example.com,089-637-6444,2022-03-07,NEW,เชียงใหม่,9.0,CRM_V2
C-00124,Somsak Rattanakul,somsak.rattanakul124@example.com,+66850612893,03/07/2023,vip,ภูเก็ต,5.0,CRM_V2
C-00477,Siriporn Wongsawat,siriporn.wongsawat477@example.com,0875249978,2023-12-16,Vip,ภูเก็ต,10.0,CRM_V2
C-00181,Malee Charoensuk,malee.charoensuk181@example.com,0843567190,09/02/2022,Regular,Khon Kaen,14.0,CRM_V2
C-00162,Kittipong Thongdee,kittipong.thongdee162@example.com,088-752-7726,02/05/2023,Regular,BKK,22.0,CRM_LEGACY
C-00582,Malee Wongsawat,malee.wongsawat582@example.com,0836449672,20/04/2024,N/A,Pattaya,12.0,CRM_V2
C-00797,Siriporn Phanuwat,siriporn.phanuwat797@example.com,081-622-6571,10/02/2024,2,Pattaya,29.0,CRM_V2
C-00118,Wichai Kaewmanee,wichai.kaewmanee118@example.com,085-654-7056,08/03/2024,regular, Bangkok ,,CRM_V2
C-00583,Somsak Rattanakul,SOMSAK.RATTANAKUL583@EXAMPLE.COM,086-582-5321,2023-11-03,new,CNX,13.0,CRM_V2
C-00555,Ratana Rattanakul,ratana.rattanakul555@example.com,0817826415,07/24/2022,regular,bangkok,2.0,CRM_V2
C-00516,Preecha Kaewmanee,preecha.kaewmanee516@example.com,0873972950,17/08/2022,REGULAR,Chonburi,30.0,CRM_LEGACY_MIGRATED
C-00547,Thanapon Charoensuk,thanapon.charoensuk547 at example.com,089-589-1612,23-Feb-2024,regular,กรุงเทพ,,CRM_V2
C-00241,Somsak Suksawat,somsak.suksawat241@example.com,0837775136,2023-07-17,New,ชลบุรี,17.0,CRM_V2
C-00135,Siriporn Suksawat,siriporn.suksawat135@example.com,0813426610,18/08/2022,N/A,ภูเก็ต,,CRM_V2
C-00156,Ratana Thongdee,ratana.thongdee156@example.com,084-248-4841,2022-04-30,N/A,bangkok,,CRM_V2
C-00140,Siriporn Rattanakul,siriporn.rattanakul140@example.com,+66886923773,2023-04-02,N/A,bangkok,1.0,CRM_V2
C-00331,Nattaya Rattanakul,nattaya.rattanakul331@example.com,0868532318,11/01/2023,,CNX,21.0,CRM_V2
C-00061,Wichai Phanuwat,wichai.phanuwat61@example.com,+66885188272,03-Jan-2024,N/A,HKT,12.0,CRM_V2
C-00476,Preecha Suksawat,preecha.suksawat476@example.com,+66849041847,31/03/2023,REGULAR,Bangkok,8.0,CRM_LEGACY
C-00166,Somchai Charoensuk,somchai.charoensuk166@example.com,+66855426300,03/12/2022,,Khon Kaen,,CRM_V2
C-00301,Chai Suksawat,chai.suksawat301@example.com,0873866968,25/01/2024,1, Bangkok ,30.0,CRM_V2
C-00412,Suda Chaiyaporn,suda.chaiyaporn412@example.com,085-868-2751,26/01/2024, Regular,Bangkok,31.0,CRM_V2
C-00500,Waree Kaewmanee, waree.kaewmanee500@example.com  ,084-907-5374,02/05/2024, Regular,CNX,16.0,CRM_V2
C-00298,Somsak Boonmee,somsak.boonmee298@example.com,086-043-1605,10/07/2022, Regular,เชียงใหม่,32.0,CRM_V2
C-00132,Pim Boonmee,pim.boonmee132@example.com,0887513866,10/01/2023,REGULAR,เชียงใหม่,-8.0,CRM_LEGACY
C-00315,Nattaya Wongsawat,nattaya.wongsawat315@example.com,081-705-0043,22-Jun-2023,NEW,ชลบุรี,37.0,CRM_V2
C-00750,Somchai Boonmee, somchai.boonmee750@example.com  ,083-984-9421,2023-12-03,REGULAR,Chiang Mai,0.0,CRM_LEGACY
C-00607,Pim Chaiyaporn,pim.chaiyaporn607@example.com,082-648-3053,19/09/2022,1,bangkok,24.0,CRM_V2
C-00432,Anan Phanuwat,anan.phanuwat432@example.com,087-196-9868,2021-12-17,REGULAR,CNX,1.0,CRM_LEGACY_MIGRATED
C-00039,Malee Chaiyaporn,malee.chaiyaporn39@example.com,0884690723,2023-09-25,New,CNX,14.0,CRM_V2
C-00250,Wichai Thongdee,wichai.thongdee250@example.com,+66874112421,2024-04-24,Regular, bangkok ,5.0,CRM_V2
C-00054,Chai Sukjai,chai.sukjai54@example.com,+66853333151,11/16/2023,NEW,Chonburi,23.0,CRM_V2
C-00195,Nattaya Rattanakul,nattaya.rattanakul195@example.com,0857662652,10/01/2022,1,ขอนแก่น,24.0,CRM_V2
C-00137,Preecha Sukjai,preecha.sukjai137@example.com,088-055-5919,12/07/2023,1,ขอนแก่น,30.0,CRM_V2
C-00380,Kittipong Charoensuk,kittipong.charoensuk380@example.com,0808712143,2023-12-20,new,Khon Kaen,28.0,CRM_V2
C-00554,Somchai Kaewmanee,somchai.kaewmanee554@example.com,+66839269352,08/09/2023,N/A,CNX,7.0,CRM_V2
C-00282,Somsak Sukjai,somsak.sukjai282@example.com,089-970-2427,19/01/2022,New,Phuket,29.0,CRM_LEGACY
C-00036,Ratana Kaewmanee,ratana.kaewmanee36@example.com,+66827495822,10/17/2022, Regular,Khon Kaen,12.0,CRM_LEGACY
C-00781,Ratana Chaiyaporn,ratana.chaiyaporn781@example.com,081-990-6745,13/12/2023,N/A,ชลบุรี,3.0,CRM_V2
C-00511,Ratana Chaiyaporn,ratana.chaiyaporn511@example.com,0873611015,2022-09-28,Regular,CNX,15.0,CRM_V2
C-00067,Preecha Wongsawat,preecha.wongsawat67@example.com,+66847964670,19/08/2022,New,Chonburi,19.0,CRM_V2
C-00711,Somsak Phanuwat,somsak.phanuwat711 at example.com,0807315813,13/02/2023,Regular,Phuket,5.0,CRM_V2
C-00378,Somchai Phanuwat,somchai.phanuwat378@example.com,+66812227523,22-Dec-2022,,ขอนแก่น,21.0,CRM_V2
C-00053,Wichai Wongsawat,wichai.wongsawat53@example.com,+66888080098,2023-03-20,Regular,ชลบุรี,27.0,CRM_LEGACY
C-00256,Kittipong Wongsawat,dup_wichai.sukjai256@example.com,084-559-4171,2022-08-30,New,Khon Kaen,,CRM_V2
C-00739,Malee Boonmee,malee.boonmee739@example.com,083-615-9525,2022-03-01,NEW,เชียงใหม่,0.0,CRM_LEGACY_MIGRATED
C-00789,Somsak Suksawat,somsak.suksawat789@example.com,+66876681943,22/06/2023,New,Bangkok,9.0,CRM_LEGACY
C-00240,Thanapon Wongsawat,thanapon.wongsawat240@example.com,086-325-4273,2022-12-07,,Bangkok,19.0,CRM_LEGACY_MIGRATED
C-00247,Somchai Boonmee,somchai.boonmee247@example.com,+66803374265,23-Dec-2021,3,เชียงใหม่,19.0,CRM_LEGACY
C-00029,Kittipong Boonmee,kittipong.boonmee29@example.com,0810029671,23/10/2022,Regular,HKT,12.0,CRM_V2
C-00176,Kittipong Suksawat,dup_nattaya.boonmee176@example.com,0880051605,14/12/2023,2,กรุงเทพ,7.0,CRM_V2
C-00266,Siriporn Boonmee,siriporn.boonmee266@example.com,0847271366,2022-08-02,regular,Chiang Mai,35.0,CRM_V2
C-00245,Chai Wongsawat,chai.wongsawat245@example.com,+66887750984,12/01/2022, Regular,CNX,0.0,CRM_V2
C-00104,Suda Rattanakul,,+66802756234,2022-10-08,1, Chonburi ,25.0,CRM_LEGACY
C-00277,Thanapon Kaewmanee,thanapon.kaewmanee277@example.com,089-333-4058,09/06/2022, Regular,ขอนแก่น,34.0,CRM_V2
C-00111,Wichai Rattanakul,wichai.rattanakul111@example.com,082-896-0979,2021-12-27,regular,Chiang Mai,38.0,CRM_LEGACY
C-00419,Somsak Rattanakul,somsak.rattanakul419@example.com,0812744523,19/09/2022,2,Chonburi,17.0,CRM_LEGACY
C-00160,Preecha Phanuwat,preecha.phanuwat160@example.com,+66872787962,01/06/2022,regular,Khon Kaen,18.0,CRM_V2
C-00236,Chai Charoensuk,chai.charoensuk236@example.com,0853957146,2022-05-16,new, Chiang Mai ,31.0,CRM_V2
C-00392,Anan Boonmee,anan.boonmee392@example.com,0888342525,08/02/2022,Vip,Bangkok,21.0,CRM_V2
C-00113,Thanapon Charoensuk,thanapon.charoensuk113@example.com,0818787068,01/26/2024,2,bangkok,13.0,CRM_V2
C-00460,Thanapon Kaewmanee,thanapon.kaewmanee460@example.com,+66896667314,2024-01-02,New,Phuket,36.0,CRM_LEGACY_MIGRATED
C-00714,Somchai Wongsawat,somchai.wongsawat714@example.com,+66844490722,24-Mar-2024,REGULAR,ขอนแก่น,21.0,CRM_V2
C-00519,Ratana Charoensuk,ratana.charoensuk519@example.com,+66857809697,18-Mar-2023,NEW,ภูเก็ต,4.0,CRM_LEGACY_MIGRATED
C-00683,Malee Rattanakul,malee.rattanakul683@example.com,083-756-6245,23-Feb-2022,,ภูเก็ต,16.0,CRM_V2
C-00487,Nattaya Boonmee,nattaya.boonmee487@example.com,+66815946623,15-Nov-2022,vip,ชลบุรี,40.0,CRM_LEGACY_MIGRATED
C-00263,Wichai Boonmee,wichai.boonmee263@example.com,+66853484006,10/12/2022,Regular,CNX,21.0,CRM_LEGACY_MIGRATED
C-00224,Wichai Boonmee,wichai.boonmee224@example.com,0803571335,31/01/2022, Regular,ขอนแก่น,40.0,CRM_V2
C-00704,Anan Boonmee,dup_malee.rattanakul704@example.com,+66867118994,11/01/2024,New,bangkok,37.0,CRM_V2
C-00394,Malee Thongdee,malee.thongdee394@example.com,0831969870,01/01/2022,3,เชียงใหม่,27.0,CRM_V2
C-00619,Ratana Boonmee,ratana.boonmee619@example.com,0854749381,11/11/2022,New,HKT,15.0,CRM_V2
C-00764,Waree Suksawat,waree.suksawat764@example.com,088-070-0846,25/09/2023, Regular,Chonburi,36.0,CRM_LEGACY
C-00710,Nattaya Kaewmanee,nattaya.kaewmanee710@example.com,+66818241577,28/01/2024,,HKT,18.0,CRM_V2
C-00168,Chai Chaiyaporn,chai.chaiyaporn168@example.com,0852662938,02/02/2023,NEW,Phuket,,CRM_LEGACY
C-00387,Malee Sukjai,malee.sukjai387@example.com,+66837421126,2023-02-21,regular,CNX,34.0,CRM_V2
C-00242,Chai Chaiyaporn,CHAI.CHAIYAPORN242@EXAMPLE.COM,085-825-1906,30-Jul-2022,New,Phuket,18.0,CRM_V2
C-00664,Pim Boonmee,pim.boonmee664@example.com,086-825-4786,2023-10-02,Regular,HKT,17.0,CRM_V2
C-00573,Somchai Kaewmanee,somchai.kaewmanee573@example.com,+66848463197,10/08/2023,regular,Khon Kaen,35.0,CRM_V2
C-00779,Wichai Chaiyaporn,wichai.chaiyaporn779@example.com,+66859993037,07/01/2024, Regular,Khon Kaen,11.0,CRM_V2
C-00025,Wichai Thongdee,wichai.thongdee25@example.com,+66806617861,23/03/2022,Regular,Chonburi,36.0,CRM_V2
C-00295,Waree Chaiyaporn,waree.chaiyaporn295@example.com,088-559-5540,09/07/2022,Regular,Chiang Mai,18.0,CRM_V2
C-00523,Suda Kaewmanee,suda.kaewmanee523@example.com,085-903-4913,27/01/2022,regular,ภูเก็ต,12.0,CRM_V2
C-00763,Thanapon Rattanakul,thanapon.rattanakul763@example.com,087-830-1304,17/07/2023,Regular,ภูเก็ต,23.0,CRM_V2
C-00694,Somchai Suksawat,somchai.suksawat694@example.com,086-367-1969,28-Feb-2023,new,CNX,11.0,CRM_V2
C-00151,Kittipong Phanuwat,kittipong.phanuwat151@example.com,081-111-2527,20/12/2023, Regular,BKK,26.0,CRM_LEGACY
C-00042,Malee Wongsawat,malee.wongsawat42@example.com,080-271-1595,02/02/2022,new,CNX,2.0,CRM_V2
C-00347,Wichai Phanuwat,wichai.phanuwat347 at example.com,0886090867,2023-04-03,regular,Chiang Mai,,CRM_V2
C-00095,Preecha Kaewmanee,preecha.kaewmanee95@example.com,0840752564,02/13/2024,REGULAR,Chonburi,39.0,CRM_V2
C-00420,Nattaya Chaiyaporn,nattaya.chaiyaporn420@example.com,+66893013730,18/05/2023,REGULAR,Khon Kaen,16.0,CRM_LEGACY
C-00218,Pim Wongsawat,PIM.WONGSAWAT218@EXAMPLE.COM,+66851847179,20/11/2022,regular,ขอนแก่น,18.0,CRM_V2
C-00631,Anan Chaiyaporn,anan.chaiyaporn631@example.com,087-741-6207,04/12/2023,2,กรุงเทพ,17.0,CRM_V2
C-00382,Chai Kaewmanee,chai.kaewmanee382@example.com,+66812764471,2023-01-04,3,ชลบุรี,15.0,CRM_V2
C-00024,Kittipong Phanuwat,kittipong.phanuwat24@example.com,+66867910116,2023-10-22,Regular,Chonburi,3.0,CRM_V2
C-00269,Ratana Thongdee,ratana.thongdee269@example.com,+66858756987,19-Apr-2022,New,กรุงเทพ,31.0,CRM_V2
C-00389,Kittipong Thongdee,kittipong.thongdee389@example.com,+66895977173,12-Sep-2023, Regular,ขอนแก่น,0.0,CRM_LEGACY_MIGRATED
C-00353,Waree Phanuwat,waree.phanuwat353@example.com,087-951-7244,2022-11-04,,HKT,,CRM_V2
C-00293,Anan Suksawat,anan.suksawat293@example.com,081-101-8879,17/12/2021,NEW,กรุงเทพ,21.0,CRM_V2
C-00201,Waree Sukjai,waree.sukjai201@example.com,+66865354563,08/07/2023,vip,ภูเก็ต,39.0,CRM_V2
C-00174,Nattaya Sukjai,nattaya.sukjai174@example.com,083-440-9375,2022-01-29, Regular,เชียงใหม่,,CRM_V2
C-00101,Anan Phanuwat,anan.phanuwat101@example.com,081-139-3683,19-Mar-2023,New,ชลบุรี,23.0,CRM_V2
C-00736,Thanapon Boonmee,thanapon.boonmee736@example.com,+66840853104,2024-05-20,,bangkok,13.0,CRM_V2
C-00092,Waree Rattanakul,waree.rattanakul92@example.com,082-629-5735,22/07/2023,Regular, ชลบุรี ,12.0,CRM_LEGACY_MIGRATED
C-00622,Waree Thongdee,waree.thongdee622@example.com,080-900-0978,12/02/2024,New,กรุงเทพ,22.0,CRM_V2
C-00769,Suda Suksawat,suda.suksawat769@example.com,+66800517105,2023-08-05,New,Khon Kaen,11.0,CRM_LEGACY_MIGRATED
C-00457,Waree Chaiyaporn,waree.chaiyaporn457@example.com,082-063-9839,04/09/2022,regular,Phuket,23.0,CRM_V2
C-00525,Somsak Suksawat,somsak.suksawat525@example.com,0836923738,11-May-2022,Vip,CNX,23.0,CRM_V2
C-00468,Siriporn Wongsawat,siriporn.wongsawat468@example.com,0822473340,20-Apr-2022,regular,ภูเก็ต,22.0,CRM_V2
C-00223,Waree Boonmee,waree.boonmee223@example.com,0847488221,2024-05-08,New,ชลบุรี,33.0,CRM_LEGACY_MIGRATED
C-00215,Wichai Charoensuk,,081-762-5226,2024-03-12, Regular,ขอนแก่น,40.0,CRM_LEGACY
C-00189,Pim Thongdee,pim.thongdee189@example.com,083-428-0012,31-Jan-2023,N/A,เชียงใหม่,31.0,CRM_V2
C-00355,Kittipong Charoensuk,kittipong.charoensuk355@example.com,+66808666624,03/01/2024,New,HKT,3.0,CRM_LEGACY
C-00433,Chai Boonmee,chai.boonmee433@example.com,+66857310916,2023-08-10,REGULAR, ขอนแก่น ,33.0,CRM_V2
C-00728,Suda Boonmee,suda.boonmee728@example.com,+66801447257,26/02/2022,regular,CNX,30.0,CRM_LEGACY_MIGRATED
C-00576,Waree Boonmee,waree.boonmee576@example.com,082-036-5794,21-Sep-2022,New,Chonburi,17.0,CRM_LEGACY
C-00354,Anan Kaewmanee,anan.kaewmanee354@example.com,0837339089,05/04/2023,2, Chiang Mai ,32.0,CRM_V2
