cust_id,full_name,email,phone,signup_date,customer_segment,region,total_lifetime_orders,source_system
C-04377,Chai Boonmee,chai.boonmee4377@example.com,0877848021,2024-01-20,VIP,Bangkok,2,CRM_LEGACY_MIGRATED
C-08104,Ratana Wongsawat,ratana.wongsawat8104@example.com,0894714438,2023-03-05,VIP,Chiang Mai,7,CRM_LEGACY_MIGRATED
C-03315,Waree Thongdee,waree.thongdee3315@example.com,0892206773,2022-06-23,Regular,Khon Kaen,31,CRM_LEGACY_MIGRATED
C-06634,Pim Suksawat,pim.suksawat6634@example.com,0808432505,2022-03-11,New,Chonburi,32,CRM_LEGACY
C-05921,Somsak Boonmee,somsak.boonmee5921@example.com,0855129414,2023-02-24,Regular,Bangkok,21,CRM_V2
C-04787,Thanapon Boonmee,thanapon.boonmee4787@example.com,0818323844,2023-07-10,Regular,Phuket,12,CRM_V2
C-09670,Chai Rattanakul,chai.rattanakul9670@example.com,0808067112,2022-02-21,New,Chiang Mai,32,CRM_V2
C-00209,Waree Phanuwat,waree.phanuwat209@example.com,0890643350,2023-11-12,New,Phuket,33,CRM_LEGACY
C-08926,Malee Boonmee,malee.boonmee8926@example.com,0817223932,2024-03-17,VIP,Chonburi,16,CRM_LEGACY_MIGRATED
C-05694,Waree Suksawat,waree.suksawat5694@example.com,0835699762,2024-02-22,Regular,Bangkok,22,CRM_V2
C-06816,Preecha Suksawat,preecha.suksawat6816@example.com,0868267573,2023-10-13,Regular,Phuket,15,CRM_V2
C-04741,Kittipong Rattanakul,kittipong.rattanakul4741@example.com,0808429342,2022-02-20,New,Khon Kaen,0,CRM_V2
C-01804,Malee Boonmee,malee.boonmee1804@example.com,0845662096,2023-11-10,VIP,Khon Kaen,4,CRM_V2
C-01264,Malee Boonmee,malee.boonmee1264@example.com,0878450327,2022-12-28,Regular,Khon Kaen,24,CRM_V2
C-08431,Chai Charoensuk,chai.charoensuk8431@example.com,0816326709,2023-08-29,Regular,Phuket,29,CRM_V2
C-03030,Pim Thongdee,pim.thongdee3030@example.com,0822913353,2023-03-05,Regular,Chonburi,18,CRM_V2
C-04457,Preecha Kaewmanee,preecha.kaewmanee4457@example.com,0888417201,2022-02-13,Regular,Phuket,10,CRM_V2
C-04202,Anan Suksawat,anan.suksawat4202@example.com,0800222345,2022-07-31,Regular,Khon Kaen,12,CRM_LEGACY
C-08879,Nattaya Phanuwat,nattaya.phanuwat8879@example.com,0837559949,2022-03-26,VIP,Khon Kaen,19,CRM_V2
C-06470,Siriporn Chaiyaporn,siriporn.chaiyaporn6470@example.com,0875974041,2023-12-19,New,Chiang Mai,7,CRM_LEGACY_MIGRATED
C-05509,Waree Charoensuk,waree.charoensuk5509@example.com,0878283285,2022-12-20,New,Phuket,8,CRM_V2
C-06951,Wichai Sukjai,wichai.sukjai6951@example.com,0827030720,2023-02-07,Regular,Chiang Mai,7,CRM_V2
C-09181,Thanapon Phanuwat,thanapon.phanuwat9181@example.com,0869280752,2022-06-09,Regular,Chonburi,30,CRM_LEGACY
C-05055,Preecha Phanuwat,preecha.phanuwat5055@example.com,0815168804,2023-10-16,New,Phuket,29,CRM_V2
C-01971,Suda Suksawat,suda.suksawat1971@example.com,0869681089,2023-07-17,Regular,Bangkok,38,CRM_V2
C-07102,Malee Boonmee,malee.boonmee7102@example.com,0831317818,2022-02-19,Regular,Khon Kaen,27,CRM_LEGACY
C-00995,Nattaya Boonmee,nattaya.boonmee995@example.com,0809995018,2024-03-28,New,Chiang Mai,24,CRM_V2
C-07725,Preecha Kaewmanee,preecha.kaewmanee7725@example.com,0815919826,2023-08-24,Regular,Chonburi,4,CRM_V2
C-04953,Suda Charoensuk,suda.charoensuk4953@example.com,0837563036,2023-09-25,Regular,Phuket,0,CRM_V2
C-02686,Suda Sukjai,suda.sukjai2686@example.com,0865737270,2022-04-12,VIP,Chonburi,0,CRM_LEGACY
C-02366,Somchai Boonmee,somchai.boonmee2366@example.com,0885367746,2022-11-10,Regular,Phuket,5,CRM_LEGACY
C-08230,Suda Thongdee,suda.thongdee8230@example.com,0808059763,2023-12-15,New,Bangkok,11,CRM_LEGACY_MIGRATED
C-03810,Waree Phanuwat,waree.phanuwat3810@example.com,0810248935,2022-06-04,New,Khon Kaen,13,CRM_LEGACY
C-08691,Ratana Chaiyaporn,ratana.chaiyaporn8691@example.com,0881510984,2022-06-13,Regular,Bangkok,11,CRM_V2
C-04363,Waree Charoensuk,waree.charoensuk4363@example.com,0861414710,2022-04-26,New,Chiang Mai,23,CRM_V2
C-00560,Malee Rattanakul,malee.rattanakul560@example.com,0854998413,2022-07-27,Regular,Phuket,26,CRM_V2
C-05548,Thanapon Wongsawat,thanapon.wongsawat5548@example.com,0864205472,2024-05-04,New,Chiang Mai,3,CRM_V2
C-01251,Pim Charoensuk,pim.charoensuk1251@example.com,0864817064,2022-12-17,Regular,Khon Kaen,34,CRM_LEGACY_MIGRATED
C-08551,Thanapon Suksawat,thanapon.suksawat8551@example.com,0828590357,2023-02-26,VIP,Chiang Mai,26,CRM_LEGACY
C-07019,Suda Sukjai,suda.sukjai7019@example.com,0838083978,2024-04-30,Regular,Chonburi,13,CRM_V2
C-06881,Somchai Kaewmanee,somchai.kaewmanee6881@example.com,0880682584,2024-03-15,Regular,Phuket,0,CRM_V2
C-06216,Chai Kaewmanee,chai.kaewmanee6216@example.com,0827573258,2022-05-14,Regular,Chonburi,18,CRM_V2
C-07658,Pim Suksawat,dup_preecha.chaiyaporn7658@example.com,0810061698,2024-02-21,New,Chiang Mai,23,CRM_V2
C-08223,Suda Charoensuk,suda.charoensuk8223@example.com,0812283014,2022-01-16,Regular,Bangkok,16,CRM_V2
C-01853,Suda Suksawat,suda.suksawat1853@example.com,0841013315,2024-03-31,New,Chiang Mai,39,CRM_V2
C-02934,Preecha Boonmee,preecha.boonmee2934@example.com,0822521781,2022-10-15,New,Chiang Mai,17,CRM_LEGACY
C-04228,Somchai Thongdee,somchai.thongdee4228@example.com,0868272175,2022-01-22,VIP,Bangkok,33,CRM_V2
C-01650,Waree Suksawat,waree.suksawat1650@example.com,0814358994,2022-03-04,New,Chiang Mai,21,CRM_LEGACY
C-09684,Pim Boonmee,pim.boonmee9684@example.com,0802364969,2022-09-05,Regular,Bangkok,17,CRM_V2
C-07321,Nattaya Suksawat,nattaya.suksawat7321@example.com,0819203533,2022-03-09,Regular,Chonburi,6,CRM_V2
C-02908,Thanapon Wongsawat,thanapon.wongsawat2908@example.com,0891164661,2022-06-22,Regular,Chonburi,8,CRM_LEGACY
C-02454,Anan Suksawat,anan.suksawat2454@example.com,0846634314,2023-09-22,New,Khon Kaen,11,CRM_LEGACY_MIGRATED
C-07962,Somchai Rattanakul,somchai.rattanakul7962@example.com,0848428549,2022-03-30,Regular,Bangkok,2,CRM_LEGACY_MIGRATED
C-05164,Ratana Charoensuk,ratana.charoensuk5164@example.com,0840330094,2023-04-08,Regular,Chiang Mai,19,CRM_LEGACY_MIGRATED
C-05577,Thanapon Chaiyaporn,thanapon.chaiyaporn5577@example.com,0832426369,2022-03-01,New,Khon Kaen,7,CRM_LEGACY
C-04354,Waree Sukjai,waree.sukjai4354@example.com,0874186306,2023-06-17,Regular,Khon Kaen,10,CRM_V2
C-05783,Kittipong Boonmee,kittipong.boonmee5783@example.com,0873869195,2024-03-31,Regular,Chiang Mai,22,CRM_V2
C-01899,Thanapon Sukjai,thanapon.sukjai1899@example.com,0890099412,2023-07-29,Regular,Chiang Mai,39,CRM_V2
C-02474,Ratana Chaiyaporn,ratana.chaiyaporn2474@example.com,0863122620,2023-05-06,New,Chiang Mai,37,CRM_V2
C-02399,Nattaya Boonmee,nattaya.boonmee2399@example.com,0876379290,2022-03-31,Regular,Chiang Mai,2,CRM_V2
C-02402,Pim Chaiyaporn,pim.chaiyaporn2402@example.com,0878452865,2022-12-01,VIP,Chonburi,39,CRM_LEGACY
C-01152,Siriporn Kaewmanee,siriporn.kaewmanee1152@example.com,0830742741,2023-11-19,VIP,Phuket,15,CRM_V2
C-02434,Thanapon Chaiyaporn,thanapon.chaiyaporn2434@example.com,0885831217,2023-08-04,Regular,Khon Kaen,3,CRM_LEGACY
C-03480,Preecha Chaiyaporn,preecha.chaiyaporn3480@example.com,0871703625,2023-11-06,Regular,Bangkok,22,CRM_V2
C-01581,Thanapon Chaiyaporn,thanapon.chaiyaporn1581@example.com,0881300345,2023-02-06,New,Khon Kaen,32,CRM_LEGACY_MIGRATED
C-08459,Ratana Boonmee,ratana.boonmee8459@example.com,0883123026,2023-05-16,New,Chonburi,36,CRM_V2
C-06971,Thanapon Charoensuk,thanapon.charoensuk6971@example.com,0891575919,2022-09-20,New,Chonburi,33,CRM_V2
C-09538,Pim Thongdee,pim.thongdee9538@example.com,0812112854,2024-04-14,New,Bangkok,20,CRM_LEGACY
C-01380,Siriporn Sukjai,,0894933672,2022-12-29,Regular,Phuket,26,CRM_LEGACY_MIGRATED
C-08291,Somchai Charoensuk,somchai.charoensuk8291@example.com,0883790824,2024-04-25,VIP,Bangkok,35,CRM_V2
C-08670,Anan Thongdee,anan.thongdee8670@example.com,0875536356,2023-05-06,Regular,Khon Kaen,31,CRM_LEGACY
C-08280,Ratana Phanuwat,ratana.phanuwat8280@example.com,0890612942,2022-05-12,Regular,Khon Kaen,12,CRM_V2
C-06083,Wichai Boonmee,wichai.boonmee6083@example.com,0820242969,2022-10-17,New,Chiang Mai,14,CRM_LEGACY
C-09529,Thanapon Thongdee,thanapon.thongdee9529@example.com,0815502305,2024-01-07,Regular,Chiang Mai,38,CRM_V2
C-07353,Somsak Boonmee,somsak.boonmee7353@example.com,0866592243,2024-03-18,New,Bangkok,2,CRM_V2
C-06088,Anan Boonmee,anan.boonmee6088@example.com,0802171325,2023-04-11,New,Bangkok,16,CRM_V2
C-02456,Anan Phanuwat,anan.phanuwat2456@example.com,0800327174,2023-06-10,Regular,Khon Kaen,10,CRM_V2
C-05038,Pim Phanuwat,pim.phanuwat5038@example.com,0822695081,2023-05-25,Regular,Phuket,17,CRM_V2
C-02061,Preecha Suksawat,preecha.suksawat2061@example.com,0802264687,2023-01-17,Regular,Bangkok,30,CRM_LEGACY_MIGRATED
C-00088,Thanapon Charoensuk,,0826558232,2022-04-10,Regular,Bangkok,8,CRM_V2
C-08916,Waree Boonmee,waree.boonmee8916@example.com,0806740407,2022-04-17,Regular,Khon Kaen,9,CRM_V2
C-07242,Siriporn Wongsawat,siriporn.wongsawat7242@example.com,0801966833,2022-01-05,Regular,Khon Kaen,6,CRM_V2
C-05202,Wichai Phanuwat,wichai.phanuwat5202@example.com,0828455069,2024-02-12,Regular,Khon Kaen,12,CRM_LEGACY_MIGRATED
C-06343,Chai Kaewmanee,chai.kaewmanee6343@example.com,0802237986,2022-09-19,Regular,Bangkok,19,CRM_V2
C-05658,Nattaya Thongdee,nattaya.thongdee5658@example.com,0891081736,2022-12-30,VIP,Phuket,24,CRM_V2
C-03301,Kittipong Suksawat,,0882456449,2024-04-02,Regular,Chonburi,21,CRM_LEGACY
C-09281,Preecha Wongsawat,preecha.wongsawat9281@example.com,0829667845,2023-10-03,New,Chiang Mai,38,CRM_V2
C-04686,Pim Suksawat,pim.suksawat4686@example.com,0848487420,2023-10-31,VIP,Chonburi,7,CRM_LEGACY
C-02948,Thanapon Thongdee,thanapon.thongdee2948@example.com,0892999330,2022-10-29,Regular,Khon Kaen,30,CRM_V2
C-01262,Thanapon Thongdee,thanapon.thongdee1262@example.com,0883253897,2022-02-01,Regular,Phuket,38,CRM_V2
C-06454,Somchai Charoensuk,somchai.charoensuk6454@example.com,0849919151,2024-05-16,Regular,Chonburi,3,CRM_V2
C-01225,Wichai Phanuwat,wichai.phanuwat1225@example.com,0881116726,2022-04-15,New,Khon Kaen,15,CRM_LEGACY
C-01776,Chai Thongdee,chai.thongdee1776@example.com,0845244678,2023-03-08,Regular,Chonburi,12,CRM_V2
C-09109,Suda Phanuwat,suda.phanuwat9109@example.com,0881267508,2023-02-02,New,Khon Kaen,16,CRM_V2
C-03113,Ratana Rattanakul,ratana.rattanakul3113@example.com,0821284881,2022-04-21,Regular,Chiang Mai,33,CRM_V2
C-03066,Ratana Rattanakul,ratana.rattanakul3066@example.com,0825963029,2022-04-28,Regular,Chiang Mai,20,CRM_V2
C-04072,Thanapon Thongdee,thanapon.thongdee4072@example.com,0806300203,2023-10-08,Regular,Chonburi,31,CRM_V2
C-00356,Somchai Chaiyaporn,somchai.chaiyaporn356@example.com,0823963348,2021-12-24,New,Bangkok,5,CRM_V2
C-04608,Waree Wongsawat,dup_suda.charoensuk4608@example.com,0874616516,2022-06-18,Regular,Khon Kaen,3,CRM_V2
C-09055,Preecha Wongsawat,preecha.wongsawat9055@example.com,0880543461,2023-03-27,Regular,Bangkok,26,CRM_LEGACY_MIGRATED
C-06281,Malee Wongsawat,malee.wongsawat6281@example.com,0805759546,2022-02-09,Regular,Bangkok,10,CRM_V2
C-02899,Thanapon Suksawat,thanapon.suksawat2899@example.com,0864709204,2023-01-19,VIP,Chiang Mai,7,CRM_LEGACY
C-00697,Preecha Wongsawat,preecha.wongsawat697@example.com,0864857351,2024-01-30,Regular,Khon Kaen,2,CRM_V2
C-06818,Suda Boonmee,suda.boonmee6818@example.com,0823532017,2023-05-12,New,Bangkok,10,CRM_LEGACY
C-00138,Wichai Rattanakul,wichai.rattanakul138@example.com,0837805585,2022-03-19,New,Chiang Mai,27,CRM_V2
C-06379,Anan Wongsawat,anan.wongsawat6379@example.com,0876698906,2022-10-22,VIP,Phuket,5,CRM_V2
C-01278,Somchai Thongdee,somchai.thongdee1278@example.com,0893127933,2022-12-16,Regular,Khon Kaen,8,CRM_LEGACY_MIGRATED
C-08115,Kittipong Rattanakul,kittipong.rattanakul8115@example.com,0804066054,2023-05-12,Regular,Chiang Mai,17,CRM_V2
C-06393,Wichai Phanuwat,wichai.phanuwat6393@example.com,0898901468,2022-11-27,VIP,Phuket,31,CRM_V2
C-03594,Chai Kaewmanee,chai.kaewmanee3594@example.com,0833595625,2022-06-19,Regular,Khon Kaen,13,CRM_V2
C-08090,Anan Sukjai,anan.sukjai8090@example.com,0824361019,2022-04-04,Regular,Khon Kaen,32,CRM_V2
C-07878,Suda Rattanakul,suda.rattanakul7878@example.com,0803554184,2022-11-01,Regular,Khon Kaen,34,CRM_V2
C-07875,Chai Kaewmanee,chai.kaewmanee7875@example.com,0841055099,2023-07-20,Regular,Chonburi,20,CRM_LEGACY
C-06274,Suda Kaewmanee,suda.kaewmanee6274@example.com,0868950942,2023-09-23,Regular,Bangkok,11,CRM_V2
C-05833,Kittipong Boonmee,kittipong.boonmee5833@example.com,0821330398,2024-02-12,New,Khon Kaen,5,CRM_V2
C-07976,Chai Kaewmanee,chai.kaewmanee7976@example.com,0833070148,2022-07-08,Regular,Chiang Mai,1,CRM_V2
C-03285,Chai Thongdee,chai.thongdee3285@example.com,0854437886,2023-12-26,Regular,Phuket,18,CRM_LEGACY
C-03045,Kittipong Boonmee,kittipong.boonmee3045@example.com,0834483181,2022-05-03,New,Phuket,5,CRM_V2
C-01140,Kittipong Suksawat,kittipong.suksawat1140@example.com,0814786764,2023-10-16,New,Khon Kaen,40,CRM_V2
C-05865,Ratana Suksawat,ratana.suksawat5865@example.com,0879320846,2024-05-16,Regular,Bangkok,38,CRM_V2
C-01250,Nattaya Sukjai,nattaya.sukjai1250@example.com,0803253693,2022-02-22,VIP,Khon Kaen,9,CRM_V2
C-01390,Somsak Wongsawat,somsak.wongsawat1390@example.com,0831601377,2022-11-01,New,Khon Kaen,21,CRM_V2
C-07450,Suda Thongdee,suda.thongdee7450@example.com,0871478948,2022-11-21,New,Chiang Mai,2,CRM_V2
C-06456,Thanapon Rattanakul,thanapon.rattanakul6456@example.com,0800368460,2023-12-22,VIP,Chiang Mai,24,CRM_LEGACY
C-01443,Malee Thongdee,malee.thongdee1443@example.com,0841046715,2023-11-24,Regular,Khon Kaen,1,CRM_V2
C-08857,Waree Boonmee,waree.boonmee8857@example.com,0878657992,2023-01-02,Regular,Chiang Mai,17,CRM_LEGACY
C-05699,Malee Rattanakul,malee.rattanakul5699@example.com,0821279596,2024-05-06,New,Khon Kaen,21,CRM_LEGACY
C-01745,Somchai Phanuwat,somchai.phanuwat1745@example.com,0800428870,2022-09-17,Regular,Khon Kaen,15,CRM_LEGACY
C-05044,Wichai Thongdee,wichai.thongdee5044@example.com,0871550455,2022-10-12,Regular,Phuket,3,CRM_LEGACY_MIGRATED
C-04356,Wichai Phanuwat,,0837621008,2023-08-16,Regular,Chonburi,7,CRM_V2
C-04482,Kittipong Thongdee,kittipong.thongdee4482@example.com,0863477864,2024-05-17,Regular,Khon Kaen,16,CRM_V2
C-05787,Preecha Charoensuk,preecha.charoensuk5787@example.com,0824371245,2023-12-17,Regular,Phuket,0,CRM_LEGACY
C-09373,Somchai Kaewmanee,somchai.kaewmanee9373@example.com,0810574793,2022-03-07,Regular,Chiang Mai,32,CRM_V2
C-05193,Nattaya Sukjai,nattaya.sukjai5193@example.com,0834599357,2023-08-04,Regular,Bangkok,30,CRM_V2
C-04761,Thanapon Sukjai,thanapon.sukjai4761@example.com,0853771331,2022-06-02,Regular,Chiang Mai,20,CRM_V2
C-04339,Nattaya Charoensuk,nattaya.charoensuk4339@example.com,0816051864,2022-11-23,VIP,Bangkok,31,CRM_V2
C-02676,Siriporn Phanuwat,siriporn.phanuwat2676@example.com,0891578317,2023-09-07,Regular,Phuket,24,CRM_LEGACY_MIGRATED
C-05242,Nattaya Wongsawat,nattaya.wongsawat5242@example.com,0836055917,2023-05-27,New,Phuket,2,CRM_LEGACY_MIGRATED
C-01841,Chai Kaewmanee,dup_somsak.suksawat1841@example.com,0869545689,2023-03-09,Regular,Chonburi,30,CRM_V2
C-01339,Malee Sukjai,malee.sukjai1339@example.com,0839944317,2023-08-12,Regular,Khon Kaen,5,CRM_V2
C-07941,Somsak Boonmee,somsak.boonmee7941@example.com,0866877767,2022-12-15,New,Bangkok,3,CRM_V2
C-06596,Malee Charoensuk,malee.charoensuk6596@example.com,0849364495,2023-08-13,New,Chiang Mai,7,CRM_LEGACY
C-03939,Somchai Phanuwat,somchai.phanuwat3939@example.com,0816161013,2023-12-30,Regular,Chonburi,34,CRM_LEGACY
C-07276,Wichai Sukjai,wichai.sukjai7276@example.com,0804327944,2022-02-23,Regular,Chonburi,27,CRM_LEGACY_MIGRATED
C-02117,Siriporn Wongsawat,siriporn.wongsawat2117@example.com,0837308560,2023-01-19,Regular,Bangkok,16,CRM_V2
C-08324,Thanapon Wongsawat,thanapon.wongsawat8324@example.com,0815351680,2022-11-21,New,Phuket,6,CRM_V2
C-06177,Malee Phanuwat,,0832791836,2023-07-30,Regular,Bangkok,30,CRM_V2
C-01422,Anan Suksawat,anan.suksawat1422@example.com,0866755718,2023-12-02,New,Chonburi,27,CRM_V2
C-02032,Pim Thongdee,pim.thongdee2032@example.com,0866616842,2022-12-25,Regular,Phuket,13,CRM_V2
C-04201,Waree Wongsawat,waree.wongsawat4201@example.com,0859663405,2023-03-03,Regular,Chiang Mai,36,CRM_V2
C-01248,Wichai Chaiyaporn,wichai.chaiyaporn1248@example.com,0804685733,2024-04-20,VIP,Chonburi,3,CRM_V2
C-02602,Suda Suksawat,suda.suksawat2602@example.com,0831664399,2023-05-15,New,Bangkok,5,CRM_LEGACY
C-03191,Somsak Chaiyaporn,somsak.chaiyaporn3191@example.com,0837373330,2023-10-08,Regular,Chiang Mai,28,CRM_V2
C-01400,Waree Charoensuk,waree.charoensuk1400@example.com,0897905846,2022-02-23,New,Bangkok,27,CRM_V2
C-00990,Nattaya Boonmee,nattaya.boonmee990@example.com,0844398064,2024-03-20,New,Chonburi,40,CRM_LEGACY_MIGRATED
C-01231,Pim Phanuwat,pim.phanuwat1231@example.com,0851480616,2022-04-13,Regular,Chonburi,0,CRM_V2
C-05618,Waree Suksawat,waree.suksawat5618@example.com,0835195014,2022-08-13,New,Chiang Mai,16,CRM_V2
C-02801,Anan Wongsawat,anan.wongsawat2801@example.com,0894991586,2022-05-25,VIP,Bangkok,32,CRM_V2
C-03133,Somsak Wongsawat,somsak.wongsawat3133@example.com,0889206153,2023-01-29,New,Khon Kaen,36,CRM_LEGACY_MIGRATED
C-07026,Somchai Suksawat,somchai.suksawat7026@example.com,0850485963,2022-01-02,VIP,Chiang Mai,3,CRM_V2
C-00474,Siriporn Phanuwat,siriporn.phanuwat474@example.com,0856389018,2022-10-03,New,Chonburi,36,CRM_V2
C-08651,Suda Phanuwat,suda.phanuwat8651@example.com,0810062496,2022-04-09,New,Phuket,11,CRM_V2
C-07336,Somchai Kaewmanee,somchai.kaewmanee7336@example.com,0823856813,2022-03-19,New,Bangkok,29,CRM_V2
C-05166,Pim Wongsawat,pim.wongsawat5166@example.com,0890531048,2024-03-19,Regular,Khon Kaen,40,CRM_V2
C-06134,Siriporn Suksawat,siriporn.suksawat6134@example.com,0840208000,2024-04-24,Regular,Phuket,22,CRM_V2
C-09623,Waree Thongdee,waree.thongdee9623@example.com,0888613803,2022-10-03,Regular,Phuket,11,CRM_LEGACY
C-07485,Ratana Chaiyaporn,ratana.chaiyaporn7485@example.com,0884868962,2023-04-30,New,Bangkok,39,CRM_V2
C-00670,Wichai Phanuwat,wichai.phanuwat670@example.com,0890473975,2023-07-04,Regular,Khon Kaen,35,CRM_V2
C-05842,Preecha Sukjai,preecha.sukjai5842@example.com,0853609569,2023-06-12,Regular,Phuket,18,CRM_V2
C-03322,Suda Suksawat,suda.suksawat3322@example.com,0848223421,2024-05-20,New,Chonburi,17,CRM_V2
C-07225,Waree Kaewmanee,waree.kaewmanee7225@example.com,0848633098,2024-05-26,New,Phuket,10,CRM_V2
C-03348,Somchai Thongdee,somchai.thongdee3348@example.com,0882804506,2022-10-10,Regular,Chiang Mai,37,CRM_LEGACY
C-08330,Thanapon Sukjai,thanapon.sukjai8330@example.com,0853429553,2024-05-28,Regular,Chiang Mai,16,CRM_V2
C-01233,Nattaya Sukjai,nattaya.sukjai1233@example.com,0814859719,2021-12-29,New,Chiang Mai,12,CRM_LEGACY
C-09512,Ratana Suksawat,ratana.suksawat9512@example.com,0835684826,2022-07-27,Regular,Bangkok,26,CRM_LEGACY_MIGRATED
C-07751,Waree Chaiyaporn,waree.chaiyaporn7751@example.com,0887481427,2024-04-25,Regular,Phuket,21,CRM_LEGACY
C-07434,Thanapon Boonmee,thanapon.boonmee7434@example.com,0816627294,2023-03-29,Regular,Chonburi,10,CRM_V2
C-07571,Thanapon Rattanakul,thanapon.rattanakul7571@example.com,0826421044,2023-09-30,Regular,Chonburi,26,CRM_V2
C-01320,Wichai Boonmee,wichai.boonmee1320@example.com,0875674494,2024-02-27,Regular,Khon Kaen,1,CRM_V2
C-06058,Kittipong Phanuwat,kittipong.phanuwat6058@example.com,0827184262,2023-01-14,New,Phuket,1,CRM_V2
C-08931,Kittipong Phanuwat,kittipong.phanuwat8931@example.com,0832649172,2022-08-22,New,Chonburi,35,CRM_V2
C-04578,Anan Charoensuk,anan.charoensuk4578@example.com,0882319282,2023-12-17,New,Khon Kaen,13,CRM_LEGACY
C-06292,Siriporn Suksawat,,0862215102,2023-01-25,New,Khon Kaen,23,CRM_V2
C-09170,Somsak Suksawat,somsak.suksawat9170@example.com,0841581644,2021-12-22,Regular,Bangkok,28,CRM_V2
C-02627,Kittipong Chaiyaporn,kittipong.chaiyaporn2627@example.com,0802528471,2024-04-22,Regular,Khon Kaen,24,CRM_V2
C-08580,Wichai Chaiyaporn,wichai.chaiyaporn8580@example.com,0843912311,2022-12-15,New,Bangkok,37,CRM_LEGACY_MIGRATED
C-03783,Kittipong Wongsawat,kittipong.wongsawat3783@example.com,0859241555,2022-12-18,New,Bangkok,10,CRM_LEGACY_MIGRATED
C-00124,Somsak Rattanakul,somsak.rattanakul124@example.com,0850612893,2023-07-03,VIP,Phuket,5,CRM_V2
C-04818,Ratana Boonmee,ratana.boonmee4818@example.com,0860435836,2023-01-02,New,Phuket,10,CRM_V2
C-06160,Wichai Chaiyaporn,wichai.chaiyaporn6160@example.com,0855592252,2022-09-06,Regular,Chiang Mai,17,CRM_LEGACY
C-05098,Anan Boonmee,anan.boonmee5098@example.com,0898975186,2021-12-17,Regular,Khon Kaen,32,CRM_LEGACY_MIGRATED
C-03072,Siriporn Charoensuk,siriporn.charoensuk3072@example.com,0853715714,2023-07-11,Regular,Bangkok,13,CRM_V2
C-02537,Waree Boonmee,waree.boonmee2537@example.com,0825628982,2024-05-22,Regular,Khon Kaen,17,CRM_V2
C-07880,Waree Suksawat,waree.suksawat7880@example.com,0891309206,2021-12-19,Regular,Chiang Mai,40,CRM_LEGACY_MIGRATED
C-01068,Suda Suksawat,suda.suksawat1068@example.com,0818421538,2022-03-23,VIP,Khon Kaen,1,CRM_V2
C-07470,Preecha Chaiyaporn,preecha.chaiyaporn7470@example.com,0847458741,2023-12-25,Regular,Khon Kaen,8,CRM_LEGACY
C-08985,Kittipong Charoensuk,kittipong.charoensuk8985@example.com,0890890228,2023-05-01,Regular,Chonburi,19,CRM_V2
C-00254,Malee Sukjai,malee.sukjai254@example.com,0876619808,2022-01-01,New,Chonburi,26,CRM_LEGACY
C-04724,Somsak Kaewmanee,somsak.kaewmanee4724@example.com,0830846781,2022-12-01,VIP,Bangkok,1,CRM_V2
C-02241,Malee Suksawat,malee.suksawat2241@example.com,0857449101,2023-04-27,Regular,Bangkok,31,CRM_LEGACY
C-06117,Siriporn Wongsawat,siriporn.wongsawat6117@example.com,0823729290,2023-09-09,New,Chiang Mai,9,CRM_V2
C-07463,Kittipong Suksawat,kittipong.suksawat7463@example.com,0890130404,2023-08-20,Regular,Bangkok,22,CRM_V2
C-03778,Ratana Kaewmanee,ratana.kaewmanee3778@example.com,0897970081,2022-10-09,Regular,Phuket,38,CRM_V2
C-02077,Somchai Charoensuk,somchai.charoensuk2077@example.com,0801830028,2023-06-10,Regular,Chonburi,29,CRM_V2
C-08412,Nattaya Chaiyaporn,nattaya.chaiyaporn8412@example.com,0830224596,2023-03-07,Regular,Phuket,30,CRM_V2
C-07109,Malee Charoensuk,malee.charoensuk7109@example.com,0877903055,2022-09-11,Regular,Khon Kaen,19,CRM_LEGACY
C-05648,Malee Suksawat,malee.suksawat5648@example.com,0884093435,2022-01-06,New,Chiang Mai,36,CRM_LEGACY_MIGRATED
C-01882,Waree Kaewmanee,waree.kaewmanee1882@example.com,0832162480,2022-05-22,New,Khon Kaen,14,CRM_V2
C-01606,Chai Chaiyaporn,chai.chaiyaporn1606@example.com,0819034721,2023-06-16,New,Chonburi,22,CRM_V2
C-08067,Pim Charoensuk,pim.charoensuk8067@example.com,0860714571,2024-03-27,Regular,Phuket,11,CRM_V2
C-04711,Somchai Rattanakul,somchai.rattanakul4711@example.com,0824420731,2022-12-13,Regular,Chonburi,39,CRM_V2
C-04026,Somchai Phanuwat,somchai.phanuwat4026@example.com,0880093927,2022-06-17,Regular,Chiang Mai,2,CRM_V2
C-05635,Somsak Sukjai,somsak.sukjai5635@example.com,0832701095,2023-01-19,Regular,Chonburi,18,CRM_LEGACY_MIGRATED
C-02862,Pim Boonmee,pim.boonmee2862@example.com,0832305449,2023-06-21,Regular,Chonburi,34,CRM_V2
C-06317,Ratana Sukjai,ratana.sukjai6317@example.com,0846333228,2024-02-25,New,Chonburi,38,CRM_V2
C-03830,Somsak Wongsawat,somsak.wongsawat3830@example.com,0820712871,2022-04-27,New,Chiang Mai,30,CRM_V2
C-07067,Chai Chaiyaporn,chai.chaiyaporn7067@example.com,0812751741,2022-06-23,New,Khon Kaen,24,CRM_V2
C-05254,Kittipong Suksawat,kittipong.suksawat5254@example.com,0895857610,2023-07-19,VIP,Chonburi,27,CRM_V2
